Country Name,MM-YYYY,Number of Hits,Sentiment Score (-1 to 1),Magnitude,Month's Headlines
Chile,11-1971,88,0.0,1.1,"['Castro Pitches Into Work At a Chilean Copper Mine', ""Threat to Chile's Democracy"", 'Marxists Propose New Election At Divided University of Chile', 'Chilean Opposition Denounces Plan to Alter the Legislature', 'Chileans Meet Brezhnev', 'POLITICS RACKING CHILE UNIVERSITY', 'Chile Acquires Bank', 'Castro Is Impressed on Visit to Copper Mine in Chile', 'Chile, Reserves Low, Will Seek Renegotiation of Payments on Her $3‐Billion Foreign Debt', 'Allende Orders Prosecution of University Rector', ""Allende Pushes ‘People's Assembly’ Plan and Talks With Castro"", 'Move Was Expected Here', 'TV: Channel 13 Is Scoring Points in Public Affairs', 'Letters to the Editor', 'Allende Moves to Force A Showdown at the Polls', 'Nationalizations Planned', 'ALLENDE TO SEEK ONE LEGISLATURE', 'MOSCOW REASSURES. CUBANS ON SUPPORT', 'Chile Prepares for Castro', 'Castro Sees Chilean Miners', 'Castro Will Arrive in Chile Tomorrow', 'Students in Chile Hear Castro on the Revolution', ""Castro Greeted Warmly in Chile's Frigid South"", 'Castro, on Tour of Chile, Urging Revolutionary Unity', '2 Chileans Are Held Here In a Drug‐Smuggling Case', 'Bank Declines to Comment', 'Castro, in Santiago, Urges Economic Unity on Latins', 'Castro Back in Santiago', 'Castro Arrives in Santiago To Enthusiastic Welcome', 'Heading for Punta Arenas', ""Allende Hails Rise of U .N. Office As a Sign of Socialism's Power"", 'The World', 'The World', 'Sacramento Mayor Wins', 'WEST VA. TROUNCES V.M.I. TEAM, 28‐3', 'Nixon to Ask Federal Purchase of Big Cypress Swamp in Florida', 'Hewitt Advances in Wales', ""An End to Cuba's Isolation"", 'The Theater:', ""TWO ARE PUSHED FOR THANT'S POST"", 'Environment Is Good Politics', 'FILLOL EXTENDED TO DOWN DROBNY', 'CASTRO FORESEES AMITY WITH U.S.', 'I.T.T. Net Sets a Record;', 'The Proceedings in the U.N.', 'THE FISHING WAR STARTS EARLIER', 'United Nations Notes', 'Hewitt, Battrick Advance', '100,000 Uruguay Leftists Hold a ‘Victory’ Rally Ahead of the Poll', 'Miss Goolagong Victor', 'Smith, Richey and Froehling Win at Net', 'Tiriac Loses Match, Temper', 'FRANULOVIC DOWNS NASTASE IN NET FINAL', 'Two U.S. Women Advance', 'U.S. Agrees to Lend Peru $31‐Million', 'The Last Word: A Nobel for Neruda', 'Adm. Morison to Sail in the Wake of Magellan', 'Delegation Leaves Peking', 'THE NIXONS OF THE O.P.A.', 'DUKE TROUNCES W. VIRGINIA, 31‐16', 'China Expected to Champion Underdeveloped Lands at U.N.', ""Peking's Long March to U.N. Hailed"", ""Uruguay's Critical Election"", 'Syracuse Topa West Virginia, 28‐24,on Praetorius s 3d Touchdown of Game', 'Rural Uruguayans Wary Of Communist Candidates', 'U.N. Vote Cautions U.S. on Rhodesia', 'Poor Nations End Lima Parley Divided on Strong Declaration', 'Letters to the Editor', 'Farewell Party Runs 2d', 'U.S Waives Its Visa Rules to Facilitate Arrrival of Chinese Delegates to U.N.', 'China Joins U.N. Council, Assails Superpowers', 'Foreign Notes', 'BRAZIL GIVES AID TO WORKING POOR', 'Recent Quakes Linked to Earth Wobbles', ""LEFT'S COALITION LOSES IN URUGUAY"", '96 ‘Third‐World’ States in U. N. Demand End to Curbs on Trade', 'BUTZ BACKED, 8‐6, BY SENATE PANEL', 'Notes on People', 'FOREIGN AFFAIRS', 'Lugano Blossoms as Swiss Banking Center', ""Peking's Listing at the U. N. Will Be Under C for China"", 'Madrid: 3 Pablos Amidst the Ghosts', 'Travel Notes: The Tourist Surtax, A Playboy Hotel, Tour for Sybarites', 'Stamps', 'No Yak Meat? U.N. Delegates Size Up Food Available in City', 'A Student Who Blends Liberal Arts With the Art of Cooking', 'Stamps', 'Leonard Boudin:']"
Chile,12-1971,60,-0.5,1.6,"['Polarization in Chile', ""CHILE IS ENJOYING SUMMER'S BOUNTY"", 'HIGH SOVIET OFFICIAL OPENS VISIT TO CHILE', 'DEFAULTS BY CHILE URGED IN REPRISAL', 'Chilean Opposition Accuses Allende Aide', 'CHILE SUSPENDS A RADIO STATION', 'CHILE DEVALUES ESCUDO ABOUT 30%', 'Chile, Ready to Devalue, Freezes All Escudo Trading', 'CUBAN CHIEF ENDS HIS VISIT TO CHILE', 'COPPER CONCERNS APPEAL IN CHILE', 'CHILEAN INCIDENT CLOSED, U.S. SAYS', 'CHILE PROTESTS KLEIN STATEMENT', 'ALLENDE IS LOSER IN CROWD COUNTS', ""WOMEN'S PROTEST QUELLED IN CHILE"", 'Castro, in Chilean Talk, Offers Links to Nations Defying U.S.', ""Allende's Rally Smaller Than Planned"", 'The World', 'After the Pentagon Papers—', 'ALLENDE ORDERS END OF EMERGENCY RULE', 'ALLENDE IMPOSES CONTROL BY MATE ON SALES OF FOOD', 'The World', 'Trap for Dr. Allende ...', '...Failure of a Mission', 'ALLENDE DECREES EMERGENCY RULE AS RIOTS CONTINUE', 'U.S. Has No Comment', 'Allende Is Meeting Labor Opposition Over Wage Policy', '2 NIXON AIDES SEE ALLENDE IN PERIL', '...Bombshell in Washington', 'On Teaching Chile a Lesson', 'For an Honest French Meal, or Inexpensive Chile', 'North Carolina 87‐65 Victor Over Chile Five in Madrid', 'Allende to Visit Cuba', 'Frogman Is Among 9 Persons Convicted of Cocaine Smuggling', 'The World', 'Latin Investing Is Off Since Mine Seizures', 'One More Chance in Uruguay', 'Castro Back in Cuba', 'Presentations Made in Sweden', 'U.S. Opposes Moves to Let Nations in O.A.S. Lift Sanctions Against Cubans', 'North Carolina Five Beats Madrid, 83.77 in Final', 'North Carolina Five Wins In Madrid Tourney, 87‐74', 'Dr. Vincent Aloia, 49, Dead; Southampton College Dean', 'Agency Will Insure U.S. Expropriations', 'U. S. Hopeful on Fishing Pact With Brazil', 'Castro Stops Off in Peru', ""2 Primaries in Week Peril Muskie's Hopes"", ""New Values of World's Currencies"", 'Senate Roll‐Call on Post for Butz', 'Argentine Joins Race for U.N. Post as Voting Goes On', 'Chess: Spassky Is Seeing Action In Alekhine Memorial Play', 'U.N. Observer Unit in Kashmir, Despite Combat, Reports Daily', ""Security Council Fails to Agree In Session on Thant's Successor"", 'Soviet Said to Want Thant to Stay Briefly', 'For 6 Chinese Delegates, a ‘Take‐Out’ Banquet', 'Religion', 'Stamps', 'If Elsa Could See Roberto Now', 'U.N. ASSEMBLY, 104‐11, URGES TRUCE', 'Ctoins', 'News Analysis']"
Chile,01-1972,54,-0.2,0.5,"[""Chile's Expansion Prompts Questions"", 'SOVIET EXPERTS ASSISTING CHILE', 'CABINET MINISTER REPLACED IN CHILE', 'Chile Votes for Democracy', 'CHILEAN SENATE CONVICTS OFFICIAL', 'Earthquake Rocks Chile', 'Allende, Criticizing Nixon, Says Chile Can Dictate Her Own Laws', '6 Reported Injured in Chilean Election Violence', ""Chilean Opposition Wins 2 Elections in Test of Allende's Socialist Program"", 'Debt‐Ridden Chile Is Reported to Get Soviet Offer of $50‐Million in Credits', 'CHILEAN MINISTER CENSURED BY HOUSE', 'CHILE COPPER HIT BY Ali OUTPUT LAG', 'Chileans Find Compromise in University Dispute', 'KENNECOTT SEEKS PAYMENT BY CHILE', ""Allende's New Cabinet Has Nearly All the Old Faces"", 'Letters to the Editor', 'The World', 'ALLENDE TO FORM A NEW CABINET', 'New Stance on Expropriation', 'ELECTION CHEERS FOES OF ALLENDE', 'Allende Program Faces Test in Two Elections Sunday', 'Allende Swears In Censured Top Aide As Chief of Defense', 'Cerro Ends Service to Chile', 'Graebner Reaches Final', 'Article 1 ‐‐ No Title', 'The World', 'Letters To the Editor', 'Conners Gains Final', 'HIGHLIGHTS OF THE WEEK', 'U.S. Is Pressing Argentina On Extradition in Drug Case', 'GRAEBNER VICTOR IN FLORIDA TENNIS', 'Kennecott Copper Profit Halved in Quarter, All 1971', 'U. S. Streamlines Alien Deportation', 'The Economic Future: II', 'Isabel M. Lucom Married In Capital to Robert Clark', ""Oil Raising Ecuador's Political Stakes"", 'The Talk of South America', 'Latin Policy A Mystery For the U.S.', 'NIXON ANNOUNCES TOUGH U.S. STAND ON EXPROPRIATION', '3 DEMOCRATS AID THURMOND RALLY', 'Chaffee Heads Nine‐Man U.S. Alpine Squad Named for‐World Cup Events', 'Washington Notes', 'Liner France on Cruise That May Include China', 'BRAZILIANS SELL SUGAR TO SOVIET', 'Politics Blocks Venezuelan Gains', 'Tuna Boats Head for Ecuador—and Possible Trouble', 'Hawaii U. Uses Satellite System For Pacific Education Network', 'Coins', 'Nixon Frightened the Bulls Away From the Bourses', 'Point of View', 'POINT OF VIEW', 'Trade Fairs Scheduled Worldwide on Everything From Aviation to Toys', 'Movies', 'Deaths']"
Chile,02-1972,54,0.0,1.2,"['COURT BLOCKS CURB ON CHILEAN AIRLINE', 'CHILEANS CHASING RUNAWAY PRICES', 'CHILE PAYS COMPANY AFTER LAWSUIT HERE', 'CHILEAN BILL TO CURB SEIZURES IS PASSED', 'Chile Says She Will Pay $84.6‐Million to Kennecott', 'Chile Is in Default On U.S. Bank Loans', 'Eximbank Curtails Credits for Chile; Debt Dispute Cited', 'REFINANCING SOUGHT FOR DEBT OF CHILE', ""CHILE'S LEFTISTS CONCEDE FAILINGS"", ""REVERSES SPLIT CHILE'S LEFTISTS"", 'KENNECOTT SUES CHILE ON NOTES', 'Are a moneyless society and a bloodless revolution possible?; Man and Socialism in Cuba; The Great Debate. Edited and With an Introduction by Bertram Silverman. 382 pp. New York: Atheneum. $12.50.; The Chilean Revolution; Conversations With Allende. By Regis Debray. With a Postscript by Salvador Allende. 201 pp. New York: Pantheon Books. $6.95.', 'Allende in New Bid to Control University', 'Judge Would Exempt Airline', 'Communists Open Presidential Drive', 'Debray Shifts Toward Allende View', 'New Meetings Set', 'SHIPWRECKED 144 DUE IN CHILE WEDNESDAY', 'Storm Delaying Transport After Rescue in Antarctic', 'All Are Safe as Antarctic Cruise Ship Goes Aground', 'BOLIVIAN EXILES ACCUSED OF PLOT', '7 DRUG SMUGGLERS ARE SENTENCED HERE', 'ARGENTINA IS COOL TO PLAN ON CUBA', 'ARGENTINA INITIATES TIES WITH CHINESE', 'Mrs. Charles W. Cole Dies; Wife of Ex‐Head of Amherst', 'Cocaine a Way of Life For Many in Bolivia', 'Nastase Wins First Match In Title Kansas City Tennis', 'Miss Gordon Plans May Nuptials', 'Anaconda Shows a Loss;', 'Mexico Recognizes China', 'Letters:', 'Yugoslav Beaten', 'COPPER FUTURES SHOW FIRM TONE', 'GRAEBER BEATEN IN U.S. TENNIS PLAY', ""Humphrey Wins the Endorsement of Florida's Attorney General"", ""Money Talks at the Big A, But Don't Tell the Parrots"", 'ORANTES UPSETS RICHEY BY 6‐1, 6‐4', 'SMITH ADVANCES IN OPEN TENNIS', 'EL SALVADOR VOTING IN 4‐WAY ELECTION', 'Smith and Nastase Gain In National Indoor Play', 'NASTASE DEFEATS RAMIE, 6‐4, 6‐1', 'Chess: New American Association Promises Lively Schedule', 'Other Points in Review', 'GRAEBNER BEATEN IN TENNIS UPSET', 'About Pro Football', ""SALVADOR'S LEFT BIDS FOR POWER"", 'The Semantics Of War', 'National Book Awards Are Expanded', 'Visions and revisions—an accursed implement', 'Movies', '17 Years After Defecting From Hungary, an Ex‐Prima Ballerina ‘Believes in Fate’', 'Gardens', 'Florida Politicians Foresee a Strong Lindsay Showing', ""On Bogota's Luxury Train, You Might Have to Get Out and Push""]"
Chile,03-1972,60,-0.1,2.9,"['The I.T.T. and Chile', 'BRECHT ‘CARRAR’ STAGED IN CHILE', 'Given Prominence in Chile', ""CHILE'S CONGRESS SETS C.I.A. INQUIRY"", 'SEIZURE OF I. T. T. PROPOSED IN CHILE', '2 Chilean Rightists Charged With Violations of Security', 'In the Chilean Lake Country, Political Crosscurrents Are Aswirl', 'Chilean Bus Plunge Kills 13', ""I.T.T. SAID TO SEEK CHILE COUP IN '70"", 'Chile to Import Tractors', 'RIGHT‐WING LEADER IS INDICTED IN CHILE', 'OPPOSITION LEADER IN CHILE IS DEFIANT', 'Argentina to Void Pact With Chile', 'Chile to Press Sedition Charge Against Opposition Party Chief', 'Chilean Showdown Looms On Expropriation Policies', 'Creditors Make Offer', 'U.S. Insuring Agency May Face Claims of $216‐Million in Chile', 'Chilean Leaders Ban Hair of ‘Hippie‐Length’', 'The Nation', 'FULBRIGHT PANEL SETS I.T.T. INQUIRY', 'I.T.T. Dispute Helps Allende Politically', 'State Department Denies Any Move to Block Allende', 'I.T.T. Is Accused of Having Tried to Influence U.S. Policies in Latin America', 'Allende, Seeking Deal, Closes Congress and Begins Land. Inquiry', ""CHILE WON'T HONOR DEBT TO ANACONDA"", 'Anderson Charges ‘Plot Against Allende By I.T.T. and C.I.A.', '2 CHILE COMPANIES ATTACHED IN SUIT', '7 IN ALLENDE CAMP VOTE AGAINST VETO', 'EMBARGO ON COPPER COMPLETED BY CHILE', 'Chile Leads in Davis Cup', 'I.T.T. Employs 7,900 in Affiliates in Chile', '2 CHILEAN PARTIES TAKE A HARD LINE', 'Article 3 — No Title', 'Gale Alexia Parker Is Betrothed To Cedric Lopez Huici of Paris', 'I.T.T. Has No Comment', 'CHINA AIDS LATINS ON OCEAN CLAIMS', 'Orontes, Rahim Score', 'I.T.T. Reports New Highs In Sales and Profit for ‘71', 'Rich Race on Coast', 'DAVIS CUP SERIES CLINCHED BY U.S.', 'ECUADOR PROTESTS CURB IN U.S. AID BILL', 'GRAEBER LOSES, HAYES TOURNEY', 'Big Powers Asked To Give Debt Relief To Poor Nations', 'The World', 'SMITH AND RICHEY TRIUMPH AT NET', 'CHINA INCREASING HER FOREIGN AID', 'Angela Davis:', 'Shaky Start in Uruguay', '5 ANIMAL SPECIES OFF PERILED LIST', 'FARM FIGHT GRIPS COMMON MARKET', 'Republican Senators Urge End to I.T.T. Hearings', 'Dutch Uncle: A Vanishing Breed', 'The Cabots of Boston', 'Books of The Times', 'Stamps', 'Under water', 'Travel Notes: North Pole Tours, Air Fare Extension, Pancake Time', 'Art Notes', '102 Vie for 10 National Book Awards', ""Don't Knock The $2‐Trillion Economy""]"
Chile,04-1972,66,0.0,0.5,"['Right Course on Chile', 'U.S. Joins in Credit Accord With Chile', 'U. S. Rejects Attacks in Chile as Cliches', 'Chile Accuses Washington', 'U.S. REBUTS CHILE ON EXPROPRIATION', '200,000 Anti‐Marxists March in Chile', 'Chile Takes Fight With I.T.T. to U.N. Unit', ""Neruda Opens Visit Here With a Plea for Chile's Revolution"", 'Chile Bars March by Opposition in Center of Capital on Eve of Major U.N. Conference', 'Anti‐Allende Forces Win Control of University in Vote', 'Candidates’ Day', 'Washington: For the Record', 'KENNECOTT RECEIVES PAYMENT FROM CHILE', '‘Look Out, Chileans, for C.I.A.,’ A Campaign by Santiago Warns', 'ALLENDE SEEKING SEIZURE OF LT.T.', 'Allende Confers With Foreign Officials on Debts', 'ALLENDE BARS CURB ON TAKE‐OVER POWER', 'Chile Acts on I.T.T.', 'Chile Ousts Brazil', 'Chile Takes 2‐0 Lead', 'Chile Leads Brazil, 2‐0', 'CHILES BACKS G.A.O. ON LOAN INSPECTION', 'Chile Plans Diplomatic Ties With 2 Communist Nations', 'Brazil Takes Doubles', ""Solzhenitsyn's Nobel Dispute Called ‘a Big Bore’ by Neruda"", 'FOREIGN AFFAIRS', 'Neruda Hails New Gains In Latin Literary Trends', 'Irwin to Head U.S. Group', 'The Third World', 'U.S. Denounced by Many at U.N. Parley', 'O. A. S. Chief, Opening Session, Bids U.S. Define Latin Policy', 'POETS’ GROUP HERE ASSAILS NERUDA', 'Russians Ask 69 Exit Visas in Bolivia', 'RICHEY REACHES FINAL IN TENNIS', 'TALKS ON SEABED SHOW LITTLE GAIN', 'Morison Rates Magellan Above Columbus as a Seaman', 'Cougar II Sets Grass Mark in Winning $106,000 Century Handicap on Coast', 'LETTERS', 'The Last Word', 'The World', 'Rebel Band in Bolivia Suffers Setback', 'PRICES RETREAT IN STOCK TRADING', 'Music', 'U.S. TAKES STEPS TO AID POOR LANDS', 'Brazil and Bolivia Sign Pacts Making Aid Formal', 'WASHINGTON REPORT', 'Practicante Wins X125,000 San Juan Capistrano With Strong Stretch Drive', 'Disappointment Voiced Ovcr Results in Many Operating Areas', 'Market Place:', 'Rogers Hints at Easing Coolness Toward Cuba', 'Merger News', 'Notes on People', 'Moving Toward a New Populism', 'OBSERVER', 'Economic Analysis', 'WALL STREET', 'The World', 'DOW INDEX UP 1.51; MOST STOCKS OFF', 'TV: Specials All Around', 'THE 1972 CAMPAIGN', 'Advertising:Selling With Charlie Chaplin', 'The Dishes of Ceylon Offer a London Treat', 'ADVERTISING POINT OF VIEW', 'MUTUAL FUND DATA HALT MARKET RISE', 'The World', 'Excerpts From the Transcript of the Conversation With Solzhenitsyn in Moscow']"
Chile,05-1972,51,0.0,1.4,"['Quake Rocks Chile', 'I.T.T. Denies in Chile Plot to Block Allende', '52% of the Workers Voting at a Major Chilean Manufacturing Company Ask the State to Manage Plant', 'The Word in Chile Is Tomar*', 'Four Days of Rain in Chile Leaves 15,000 Homeless', 'The Peasants of Chile Carry Their War Over Farm Ownership to Santiago Area', 'COPPER WORKERS STRIKE IN CHILE', ""Allende Invites Trudeau, Who Says He's Delighted"", 'World News Briefs', 'ALLENDE ACCUSES U.S. OF ‘BLOCKADE’', 'ASSEMBLY IN CHILE URGES SOCIALISM', 'CHILE AUTHORIZES PFIZER TAKE‐OVER', 'Soccer Strike Is Called By Referees in Chile', 'Political Violence Stirs Crisis in Chile', 'EQUITY FINANCING', 'JOSEPH A. RUPERT, WHEAT EXPERT, 56', 'Letters to the Editor', 'PARLEY BACKS STEPS TO AID POORER LANDS', 'Israeli Withdrawal Asked', 'TIMBER‐UNIT SALE SET BY ANACONDA', 'Orantes Ousts McManus', 'BOISE CASCADE UNIT IN GUATEMALA SOLD', 'Poor Nations Unhappy as U.N. Talks End', 'Solomon is Victor', 'SMITH, CONNORS STRUGGLE TO WIN', 'BELGIAN NET TITLE GOES TO ORANTES', 'AUSTRALIA PLANS TAKE‐OVER RULES', 'Castro Begins 2‐Month Visit To Africa and East Europe', 'Smith and Graebner Gain in Paris Tennis', 'Miss Gordon, R. R. Parks Jr. Marry on L. I.', 'ANACONDA SEES BRIGHT FUTURE', 'GOTTFRIED GAINS 3D ROUND IN PARIS', ""Inflation Nibbles at Argentines'"", 'Two Latin American poets and an antipoet', 'U.S. Economic Tie To Latins Stressed', 'BRAZIL IS BUYING RADAR EQUIPMENT', 'ENGLISH LEARNED IN A COFFEEHOUSE', 'COUGAR II TAKES RICH COAST RACE', 'Stronger Voice Urged for Publishers', 'A MEDICINE MAN HEARD AT PARLEY', 'Art:', 'Jewish Daily Forward to Mark 75th Year', 'Japan Plans Program to Adjust HerTrade and Spur the Economy', 'For the Lovers of French Wines, an Expensive Future Looms', 'SPOTLIGHT', 'SPOTLIGHT', 'State College Director Sees a Gain for Blacks', 'Florida Is Becoming Drug Traffic Center', ""How Mailman's Family Almost Manages on His Pay"", 'A Very Local Tobago Bus —385 Stops an Afternoon', 'There Are Few Independentistas In Puerto Rico, But—']"
Chile,06-1972,48,0.0,0.2,"['Moderate Shift in Chile', '110 Chileans to Stay in U.S.', 'Anaconda Payment Suspended by Chile Until Tribunal Acts', 'TRADE PACTS SIGNED BY CHILE AND CHINA', ""Chile's Cabinet Offers to Resign As Allende Considers Changes"", ""Chile's $160‐Million Debt At U.S. Banks Refinanced"", 'ALLENDE REVISES CHILEAN CABINET He Replaces Six Ministers, Including Economic Chief as Inflation Stirs Crisis', ""Allende's Opponents Claim an Upset Vi story’ in National Union Election in Chile"", 'Chilean Opposition Gains ViCtories in Union Elections', 'Europe Tour for Allende', 'The Nation', '4 Being Hunted in Inquiry Into Raid on Democrats', 'Allende Names New Cabinet Today in Effort to End Crisis', 'Notes on People', 'CONNALLY IS GOING ON15‐NATION TOUR FOR THE PRESIDENT', 'Press Curb Feared As Chile Restricts A Paper Company', 'Jockey Hurt in Spill', 'Dining—To Spend A Lot or a Little', 'U.S.‐Mexico Draw Set', 'Smith, Solomon Top Mexicans for a Rout In Davis Cup, 5 to 0', 'J. Harold Kolseth Is Dead; Management Consultant, 64', 'Nastase Beats Gulyas', 'MISS HANKS HONORED WITH CASALS DEGREE', 'Graebner, Mrs. King Advance', 'U.S. Beats Mexico in Doubles to Clinch Davis Cup Series', 'I.T.T AND OTHERS SETTLE S.E.C. SUIT', 'In Kitchen of a Queens Home, the Ancient Art of Indian Cookery', 'French Clamp Secrecy on Nuclear Tests', 'CONNORS SCORES WIMBLEDON UPSET IN BEATING HEWITT', 'Mrs. King, Miss Goolagong Reach French Tennis Final', 'Echeverria Reports Gains in Nixon Talk', 'Bridge Aces Defeated by Taiwanese In the World Team Olympiad', 'Multinational Companies Shift Course', 'Roll‐on, Roll‐Off Vessel to Serve Puerto Rico Trade', 'Protest Empties Airports From Tel Aviv to Maine', 'PRICES OF STOCKS TURN STEADIER', 'The World', 'Photography,', 'MEXICO PROMOTES FAMILY PLANNING', 'Pilots Halt Flights Abroad, But Strike Falters in U.S.', 'Bridge: Italian and U.S. Teams Win In Semifinals of the Olympiad', 'The World', 'Photography', 'GLOBAL STOPPAGE SNARLS AIRLINES; U.S. PILOTS CURBED', 'A Tragedy With an Aftermath of Guilt', 'Hotels and Motels Have a Lot of Room— for Improvement', 'Motive Is Big Mystery In Raid on Democrats', 'A Selection Of Recent Titles']"
Chile,07-1972,69,0.0,0.7,"['CHILE IS PLANNING BELT‐TIGHTENING', 'Congress in Chile Ousts a 2d Minister From Interior Post', 'Chilean Communist Wins a By‐election For Federal Seat', 'Chilean Board Is Accused Of Fraud in Union Vote Tally', 'Coming of Rain Overshadows Election In Drought‐Stricken Chilean Province', 'I.T.T. Seizure Gains in Chile', 'Lesson in Unity Is Taught To Both Sides in Chile Vote', 'AMERICAN COLONY IN CHILE DECLINES', 'I.T.T. Against Chile', ""Allende's Future: A Hostile Congress Is Only One Obstacle"", 'Allende Announces Economic Plan That Couples Development With Austerity', 'Economic Troubles Beset Chile', 'Hollow Win for Allende', 'COMMUNIST VICTORY HAILED BY ALLENDE', ""World's Communist Parties Grow by 1 %"", 'Latin‐American Economies Take Mixed Course', 'Letters', 'Allende Names New Minister To Replace Censured Aide', 'Business Briefs', ""Allende's Foes Act to Remove Minister"", 'Transport Workers Strike', 'Papers Show I.T.T Urged U.S. to Help Oust Allende', 'ALLENDE AND FOES BREAK OFF TALKS', 'U.S. Sweeps Chile, 5.0', 'U.S. Cup Team in Chile', 'CHILE IS FACING DAVIS CUP REVOLT', 'Chiles Urges Oil‐Gas Ban In Ocala National Forest', 'Smith Opposes Pinto in Davis Cup Opener Today', 'U.S. DUO CLINCHES DAVIS CUP SERIES', 'SMITH GIVES U.S. 1‐0 TENNIS LEAD', 'Thomas A. Campbell, 75, Dies; A Retired Anaconda Executive', 'Article 1 ‐‐ No Title', 'Miss Marisa Knowlton Fiancee Of Andres Domeyko, Engineer', 'U.S. Lifts Davis Cup Edge To 2‐0 as Solomon Scores', 'McManus Scores Upset', 'Decisions ent Awry', 'Convention Program', ""Men's Matches Fail to Arouse Spectators"", 'Senate Backs Restoral Of the Canaveral Name', 'Sports News in Brief', 'Letters:', 'PERU WILL RESUME TIES WITH HAVANA', 'Nastase Is 6‐2, 6‐1 Victor In $30,000 Swedish Tennis', 'Sales Also Decline', 'Study Finds Increases in Life Expectancy at Birth', 'THE 1972 CAMPAIGN', 'Cash in Capital Raid Traced to Mexico', 'French Restaurant. In a jersey Setting', 'Harold J. Roig Is Dead at 86; W. R. Grace Vice Chairman', 'GORMAN TRIUMPHS ALONG WITH SMITH AND PATTI HOGAN', 'Calls Were Made to Home of Nixon Election Aide From Phones of Man Held in Democratic Break‐In', 'BIG SPRUCE WINS BY TWO LENGTHS', 'Cuba and the O.A.S.', 'LATIN ECONOMIES SHOW ADVANCES', 'Rain Defers Smith‐Nastase Tennis Final Till Today', 'As Brazil Goes …', 'Fans, Angry Over Result, Storm Aqueduct Paddock', 'Boise Cascade Weighing $200‐Million Write‐down', 'GORMAN IS OUSTED', 'Family Planners of 23 Nations Voice Optimism at U.N. Parley', 'The World', 'SHOP TALK', 'Family Visits Opening of Jersey ‘Jungle’ Where Lions, Camels and Buffalo Roam', 'The World', 'Miss Evert Beaten, 4–6, 6‐3, 6‐4', 'Head of Max Planck Society Got Start in Texas P.O.W. Camp', 'U.S. Effort in 1947 to Keep Latins Free of ‘Foreign’ Ideologies Detailed in Book', 'Church in Latin America May Clash With Rightist Governments', '‘When I Scream With My Horn …’']"
Chile,08-1972,38,-0.2,0.4,"['70 JAILED IN CHILE IN 24‐HOUR STRIKE', 'One Dead. 7 Hurt in Chile ln Rural Clashes Over Land', 'U.S. CONCERNS SET APPEAL IN CHILE', 'CHILEAN BUSINESS THINKS DOLLARS', ""Allende's Economics Runs Afoul of Household Budget"", 'Emergency in Santiago', 'CHINA USES TRADE TO COURT LATINS', 'World News Briefs', 'Business Briefs', 'Business Briefs', ""China's Trade Minister Begins Trip to Canada"", 'CHILEAN COCAINE INCREASES IN U.S,', '10 Argentine Guerrillas Leave Chile for Havana', 'Argentine Rebels Raid Jail, Hijack Jet With 96 to Chile', 'World News Briefs', 'Rebels in Argentina End Prison Mutiny; Hijackers Give Up', 'Views of Review', 'Olivares Wins in New Class', 'Hewitt‐McMillan Duo Wins', 'A Senator Proposes Bill to End Secrecy In the Government', ""Mexico's Phone Take‐Over Stirs U. S. Investor Concern"", ""Hewitt's Net Gain Belies Gross Action"", '14 Terrorist Suspects Are Slain In a Prison Break in Argentina', 'Mrs. Court in Final', 'Gerken Upsets Vilas', 'Killing of Argentine Prisoners Brings New Political Tensions', 'Austin Defeats Amaya', 'MISS GOOLAGONG GAINS NET FINAL', 'MISS EVERT LEADS ADVANCE ON CLAY', 'McMillan, Miss Nero Win', 'Eliza Pande Is Ousted', 'Miss Goolagong Overwhelms Miss Wade in anada Tennis Final, 6‐3, 6‐1', 'U.S. Equestrians Given Chance At Winning 2 Olympic Medals', 'Not Haute, Perhaps, but Fine Cuisine', 'The Malaise of Paris', 'Law', ""Republicans Discover‘It's All Such Fun’"", 'POINT OF VIEW']"
